total_time,air_time,paper_time,mean_speed_on_paper,mean_speed_in_air,mean_acc_on_paper,mean_acc_in_air,mean_jerk_on_paper,mean_jerk_in_air,pressure_mean,pressure_var,gmrt_on_paper,gmrt_in_air,mean_gmrt,num_of_pendown,max_x_extension,max_y_extension,disp_index,file
17.561414003372192,0.07833886146543989,17.483075141906752,311.78451870038776,0.0,0.021248647619543287,0.0,-0.2849284106996676,0.0,0,0,0.7733000554156233,0.0,0.38665002770781165,0,221,207,55.58566221142163,raw_user101_task1.csv
11.081738710403442,0.3457486629486066,10.735990047454836,1131.8679533614775,0.0,-0.10319678357927177,0.0,-20.58592424952627,0.0,0,0,1.1096864342650408,0.0,0.5548432171325204,3,248,172,398.6542056074766,raw_user101_task2.csv
13.516942262649536,0.1702086925506574,13.346733570098879,237.4919758997063,0.0,0.06432046482922765,0.0,-0.8883820622812969,0.0,0,0,0.9670102514104146,0.0,0.4835051257052073,1,292,74,25.451118963486454,raw_user101_task3.csv
53.6781108379364,2.0983996391296404,51.57971119880676,205.84803578935376,0.0,-0.004385143913598259,0.0,-1.3158244193578308,0.0,0,0,0.9906648219624139,0.0,0.49533241098120695,20,471,169,60.76259541984733,raw_user101_task4.csv
105.50910878181458,4.590600252151447,100.91850852966313,162.68731062880036,0.0,0.02073814065884006,0.0,-0.2770546616427137,0.0,0,0,1.4441756596823152,0.0,0.7220878298411576,31,252,221,45.53720359771055,raw_user101_task5.csv
23.64606523513794,0.12723159790039062,23.51883363723755,71.30971365018002,0.0,0.02161689955847837,0.0,-0.02749294293202692,0.0,0,0,0.7630539429501603,0.0,0.38152697147508013,0,149,140,21.865828092243188,raw_user102_task1.csv
28.349979877471924,0.8416235446929861,27.508356332778938,78.64842112288731,0.0,0.04834144180636148,0.0,0.01917081250007126,0.0,0,0,0.8093105950287695,0.0,0.4046552975143847,4,196,124,35.42857142857143,raw_user102_task2.csv
21.31128478050232,0.6429047584533656,20.668380022048954,132.3844057600436,0.0,0.0937876920868935,0.0,-0.6713601278772624,0.0,0,0,0.878142908175017,0.0,0.4390714540875085,5,262,34,13.537993920972644,raw_user102_task3.csv
62.316443681716926,1.80820846557617,60.508235216140754,105.3041421696218,0.0,-0.0013572995248949881,0.0,-0.16158143197483674,0.0,0,0,0.8134422361939455,0.0,0.40672111809697276,16,460,144,49.21248142644874,raw_user102_task4.csv
121.26007151603699,5.810431957244823,115.44963955879217,103.54070050934264,0.0,0.012664789550649659,0.0,-0.17507161093062387,0.0,0,0,0.8619936327122815,0.0,0.43099681635614073,38,165,178,21.8364312267658,raw_user102_task5.csv
21.506798028945923,0.027968168258666992,21.478829860687256,124.38717983036042,0.0,0.20165025254413618,0.0,-0.2293513785514116,0.0,0,0,0.64727657799947,0.0,0.323638288999735,0,153,140,15.365853658536585,raw_user106_task1.csv
15.856339454650875,0.940653085708604,14.915686368942271,244.62752860096688,0.0,0.03511340464468578,0.0,-0.3691483952183971,0.0,0,0,0.5954205913955423,0.0,0.29771029569777113,5,281,126,67.05681818181819,raw_user106_task2.csv
14.861942768096927,0.028073787689212537,14.833868980407715,173.01578528428246,0.0,0.38690289963975816,0.0,-0.49575713816684275,0.0,0,0,0.7439346971581984,0.0,0.3719673485790992,1,363,69,31.82592121982211,raw_user106_task3.csv
59.70055437088013,1.7416353225708114,57.95891904830931,146.94750651508298,0.0,-0.046841755742329835,0.0,0.09854193364256784,0.0,0,0,0.8595877961457213,0.0,0.42979389807286067,16,554,201,67.85740402193784,raw_user106_task4.csv
104.44136595726013,4.8845882415771325,99.556777715683,141.5034550608127,0.0,0.003015908513193389,0.0,-0.37831923051273825,0.0,0,0,0.8127624687404759,0.0,0.40638123437023793,40,201,200,29.321663019693656,raw_user106_task5.csv
